Region,Company,Position,Location,Salary,Application URL,Company URL,Age (days)
International,Tencent,NLP/LLM Research Intern,UK London,,https://tencent.wd1.myworkdayjobs.com/en-US/Tencent_Careers/job/UK-London/NLP-Research-Intern_R104493-1,https://www.tencent.com,76.0
International,Tencent,NLP Research Intern,Singapore CapitaSky,,https://tencent.wd1.myworkdayjobs.com/en-US/Tencent_Careers/job/Singapore-CapitaSky/NLP-Research-Intern_R104641,https://www.tencent.com,76.0
International,ZEISS,Internship or Working Student in 3D Computer Vision - f/m/x,Oberkochen,,https://zeissgroup.wd3.myworkdayjobs.com/en-US/External/job/Oberkochen/Internship-or-Working-Student-in-3D-Computer-Vision_JR_1023225-3,https://www.zeiss.com,76.0
International,Tower Research Capital,Quantitative Researcher Intern,Shanghai,,https://www.tower-research.com/open-positions/?gh_jid=6328161,https://www.tower-research.com,88.0
International,GoTo,Data Scientist Intern - Singapore,Singapore,,https://jobs.lever.co/GoToGroup/92aa37d3-08bf-4dc6-b5a6-432b1737ff9c/apply,https://www.gotocompany.com,94.0
International,GenScript,Data Science Intern,Singapore,,https://job-boards.greenhouse.io/genscript/jobs/4613186007,https://www.genscript.com,96.0
International,Kronos Research,Quantitative Research Intern - DeFi,Hong Kong,,https://job-boards.greenhouse.io/kronosresearch/jobs/5698327003,https://kronosresearch.com,110.0
International,Kronos Research,Quantitative Research Intern - Hong Kong/Remote,Hong Kong,,https://job-boards.greenhouse.io/kronosresearch/jobs/5549786003,https://kronosresearch.com,110.0
International,Tower Research Capital,Quantitative Researcher Intern,Shanghai,,https://www.tower-research.com/open-positions/?gh_jid=6761861,https://www.tower-research.com,110.0
International,Point72,Quantitative Research Intern,Hong Kong,,https://boards.greenhouse.io/point72/jobs/7880776002?gh_jid=7880776002,https://point72.com,115.0
International,Point72,Cubist Quantitative Researcher Intern,Singapore,,https://boards.greenhouse.io/point72/jobs/7297598002?gh_jid=7297598002,https://point72.com,115.0
International,Point72,Quantitative Researcher - Intern,"London, Paris, Hong Kong, Tokyo",,https://boards.greenhouse.io/point72/jobs/7297657002?gh_jid=7297657002,https://point72.com,115.0
International,Point72,Cubist Quantitative Researcher Intern,Hong Kong,,https://boards.greenhouse.io/point72/jobs/7297611002?gh_jid=7297611002,https://point72.com,115.0
International,Scientech Research Capital,Quantitative Developer Intern,Shanghai,,https://jobs.ashbyhq.com/scientech-research/5f8ecd5a-6970-4cb8-a9f9-031d68a0f446,https://www.scientechresearch.io/,137.0
International,Scientech Research Capital,Quantitative Researcher Intern,Shanghai,,https://jobs.ashbyhq.com/scientech-research/c344ad5a-b148-4a96-8d6c-a660e6f86896,https://www.scientechresearch.io/,178.0
